"state","path"
"identical_all",".agent/rules/backend-files.md"
"identical_all",".agent/rules/engineering-standards.md"
"candidate_change_rejected",".env.example"
"candidate_change_rejected",".env.local.example"
"candidate_new_not_adopted",".env.production.example"
"candidate_change_rejected",".env.staging.example"
"candidate_new_selectively_merged",".github/workflows/backend-ci.yml"
"candidate_change_rejected",".github/workflows/frontend-ci.yml"
"candidate_change_rejected",".gitignore"
"identical_all",".vercelignore"
"candidate_new_selectively_merged","backend/.env.production.example"
"identical_all","backend/.gitattributes"
"candidate_removal_rejected","backend/.github/workflows/backend-ci.yml"
"selectively_merged_or_diverged","backend/.gitignore"
"candidate_change_rejected","backend/.htaccess"
"candidate_change_rejected","backend/api/.htaccess"
"candidate_change_rejected","backend/api/admin/analytics_dashboard.php"
"candidate_change_rejected","backend/api/admin/analytics_finance.php"
"candidate_change_rejected","backend/api/admin/analytics_funnel.php"
"candidate_change_rejected","backend/api/admin/analytics_funnel_export.php"
"candidate_change_rejected","backend/api/admin/analytics_segments.php"
"candidate_change_rejected","backend/api/admin/analytics_segments_export.php"
"candidate_new_not_adopted","backend/api/admin/brand_asset_upload.php"
"candidate_change_rejected","backend/api/admin/cache.php"
"candidate_change_rejected","backend/api/admin/comments_moderation.php"
"candidate_change_rejected","backend/api/admin/comments_moderation_bulk.php"
"candidate_change_rejected","backend/api/admin/comments_moderation_export.php"
"candidate_change_rejected","backend/api/admin/feedback.php"
"candidate_change_rejected","backend/api/admin/list_tables.php"
"selectively_merged_or_diverged","backend/api/admin/logs.php"
"candidate_change_rejected","backend/api/admin/plans.php"
"candidate_change_rejected","backend/api/admin/report_actions.php"
"candidate_change_rejected","backend/api/admin/report_workbench.php"
"candidate_change_rejected","backend/api/admin/reset_db.php"
"candidate_change_rejected","backend/api/admin/security_ips.php"
"candidate_change_rejected","backend/api/admin/settings.php"
"candidate_change_rejected","backend/api/admin/stats.php"
"candidate_change_rejected","backend/api/admin/user_actions.php"
"candidate_change_rejected","backend/api/admin/user_details.php"
"candidate_change_rejected","backend/api/ai/generate.php"
"candidate_change_rejected","backend/api/analytics/track.php"
"candidate_change_rejected","backend/api/auth/admin-route-access.php"
"candidate_change_rejected","backend/api/auth/apple.php"
"candidate_change_rejected","backend/api/auth/confirm-email.php"
"candidate_change_rejected","backend/api/auth/enable_2fa.php"
"candidate_change_rejected","backend/api/auth/facebook.php"
"candidate_change_rejected","backend/api/auth/forgot-password.php"
"candidate_change_rejected","backend/api/auth/google.php"
"candidate_change_rejected","backend/api/auth/login.php"
"candidate_change_rejected","backend/api/auth/logout.php"
"identical_all","backend/api/auth/me.php"
"candidate_change_rejected","backend/api/auth/refresh.php"
"candidate_change_rejected","backend/api/auth/register.php"
"candidate_change_rejected","backend/api/auth/resend-confirmation.php"
"candidate_change_rejected","backend/api/auth/reset-password.php"
"candidate_change_rejected","backend/api/auth/setup_2fa.php"
"candidate_change_rejected","backend/api/auth/verify_2fa.php"
"candidate_change_rejected","backend/api/cache/manage.php"
"candidate_change_rejected","backend/api/changelog/list.php"
"candidate_change_rejected","backend/api/comments/handle.php"
"candidate_change_rejected","backend/api/comments/list.php"
"candidate_change_rejected","backend/api/comments/list_cached.php"
"candidate_change_rejected","backend/api/exams/delete.php"
"candidate_change_rejected","backend/api/exams/extraction_review.php"
"candidate_change_rejected","backend/api/exams/extraction_show.php"
"candidate_change_rejected","backend/api/exams/extraction_start.php"
"candidate_change_rejected","backend/api/exams/file_delete.php"
"candidate_change_rejected","backend/api/exams/file_upload.php"
"candidate_change_rejected","backend/api/exams/files.php"
"candidate_change_rejected","backend/api/exams/list.php"
"candidate_change_rejected","backend/api/exams/save.php"
"candidate_change_rejected","backend/api/exams/show.php"
"candidate_change_rejected","backend/api/feedback/create.php"
"candidate_change_rejected","backend/api/feedback/list.php"
"candidate_change_rejected","backend/api/feedback/testimonials.php"
"candidate_change_rejected","backend/api/feedback/vote.php"
"candidate_change_rejected","backend/api/filters/delete.php"
"candidate_change_rejected","backend/api/filters/list.php"
"candidate_change_rejected","backend/api/filters/save.php"
"current_changed_candidate_removed","backend/api/internal/questions/ingest.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/batch-retry.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/batch-start.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/batch-status.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/batch-stop.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/catalog.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/delete.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/detail.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/generate.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/import.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/list.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/save.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/sync.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/sync-all.php"
"candidate_change_rejected","backend/api/legal-commentary/admin/updates.php"
"candidate_change_rejected","backend/api/legal-commentary/comment.php"
"candidate_change_rejected","backend/api/legal-commentary/cron_sync_updates.php"
"candidate_change_rejected","backend/api/legal-commentary/detail.php"
"candidate_change_rejected","backend/api/legal-commentary/favorite.php"
"candidate_change_rejected","backend/api/legal-commentary/list.php"
"candidate_removal_rejected","backend/api/legal-commentary/notes.php"
"candidate_change_rejected","backend/api/legal-commentary/progress.php"
"candidate_removal_rejected","backend/api/legal-commentary/reader-annotations.php"
"candidate_new_not_adopted","backend/api/legal-commentary/user-state.php"
"identical_all","backend/api/materials/access.php"
"candidate_change_rejected","backend/api/materials/create.php"
"candidate_change_rejected","backend/api/materials/delete.php"
"identical_all","backend/api/materials/delete_bookmark.php"
"identical_all","backend/api/materials/delete_highlight.php"
"identical_all","backend/api/materials/download.php"
"identical_all","backend/api/materials/get_bookmarks.php"
"identical_all","backend/api/materials/get_highlights.php"
"identical_all","backend/api/materials/get_note.php"
"candidate_change_rejected","backend/api/materials/list.php"
"candidate_change_rejected","backend/api/materials/moderate.php"
"candidate_change_rejected","backend/api/materials/rate.php"
"identical_all","backend/api/materials/save_bookmark.php"
"identical_all","backend/api/materials/save_highlight.php"
"identical_all","backend/api/materials/save_note.php"
"candidate_change_rejected","backend/api/materials/update.php"
"candidate_change_rejected","backend/api/middleware/Auth.php"
"candidate_change_rejected","backend/api/middleware/RateLimiter.php"
"candidate_change_rejected","backend/api/middleware/Security.php"
"candidate_change_rejected","backend/api/notifications/clear.php"
"candidate_change_rejected","backend/api/notifications/clear_all.php"
"candidate_change_rejected","backend/api/notifications/delete.php"
"candidate_change_rejected","backend/api/notifications/list.php"
